workload,D,variant,R,S,A,L,U,M,B,incomingPointerWrites,outgoingPointerWrites,endpointPointerWrites,W,Delta,SearchAmp,MutationAmp,stableEligible,stableRetained,meanNs,medianNs,p75Ns,p95Ns,p99BatchNs,variance,rme95Percent,opsPerSecond,wallTimeMs,batchIterations
alternating,32,rotate,34,11,1,1,1,0,1,49,8,2,59,2,3.6666666666666665,0.6666666666666666,33,33,318.76159667968716,307.72705078125057,321.9375610351554,363.2086181640626,427.49035644531136,1323.838026661945,6.321688603651621,3137140.7673204327,156.67769999999982,32768
alternating,33,move,35,75,1,1,1,33,0,242,8,2,252,2,25,11.666666666666666,34,34,736.9911702473958,659.0240478515641,772.9217529296867,1082.2567749023426,1298.0211791992174,40192.29683554934,15.065751331453233,1356868.359310623,362.24589999999995,32768
alternating,33,rotate,35,11,1,1,1,0,1,50,8,2,60,2,3.6666666666666665,0.6666666666666666,34,34,386.1985270182295,355.438232421873,436.3708496093752,542.6657104492193,592.2758178710951,9160.644612762915,13.725686381838104,2589341.8282063967,189.8243000000002,32768
alternating,64,move,66,137,1,1,1,64,0,459,8,2,469,2,45.666666666666664,22,65,65,1069.1044108072917,1056.4208984375005,1070.9320068359382,1126.588745117189,1153.423217773439,953.1673707423233,1.5993596282129823,935362.3368225463,262.7431,16384
alternating,64,rotate,66,11,1,1,1,0,1,81,8,2,91,2,3.6666666666666665,0.6666666666666666,65,65,363.2430013020831,360.7849121093736,365.5242919921881,380.5902099609394,382.7879638671875,73.08367355948964,1.303450659544143,2752978.0241199248,89.27059999999994,16384
alternating,256,move,258,521,1,1,1,256,0,1803,8,2,1813,2,173.66666666666666,86,257,257,4076.816406250003,4005.1025390624995,4095.068359375009,4504.348144531249,4504.717285156242,40889.016968862314,2.7470328174469447,245289.43674454908,250.4796000000002,4096
alternating,256,rotate,258,11,1,1,1,0,1,273,8,2,283,2,3.6666666666666665,0.6666666666666666,257,257,1281.9612630208358,1207.2265624999968,1261.535644531249,1624.3701171875025,1781.9248046875025,37328.44053563562,8.346928399292512,780054.7714238905,78.76370000000014,4096
alternating,1024,move,1026,2057,1,1,1,1024,0,7179,8,2,7189,2,685.6666666666666,342,1025,1025,15273.29427083334,15144.091796875036,15756.103515624995,16413.291015624996,16910.78320312499,588150.331451779,2.7809496164128458,65473.75977097822,469.1956000000002,2048
alternating,1024,rotate,1026,11,1,1,1,0,1,1041,8,2,1051,2,3.6666666666666665,0.6666666666666666,1025,1025,6365.836588541671,6196.728515624972,6645.28808593752,7094.55566406251,7207.348632812501,215629.23726581546,4.039987340969482,157088.54383726598,195.55850000000012,2048
alternating,4096,move,4098,8201,1,1,1,4096,0,28683,8,2,28693,2,2733.6666666666665,1366,4097,4097,67062.48697916657,65675.9765624999,69743.06640624994,73551.09374999978,74004.12499999971,15968259.944734124,3.3001281823555164,14911.466082530715,515.0398999999992,512
alternating,4096,rotate,4098,11,1,1,1,0,1,4113,8,2,4123,2,3.6666666666666665,0.6666666666666666,4097,4097,27849.79166666669,27627.929687500164,28958.789062500044,30354.589843750146,30467.79296875008,2221366.427103751,2.963942800417651,35906.9113323708,213.88640000000018,512
replacement,0,move,1,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,35.45286814371748,35.344696044921875,36.39783859252929,37.98833847045898,38.595134735107436,2.4292043020804877,2.4347945016268384,28206462.618094485,278.81270000000023,524288
replacement,0,rotate,1,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,34.64471181233723,34.66606140136721,34.80281829833988,35.443496704101555,35.525741577148366,0.27299382816722123,0.8352589314367123,28864434.07053809,272.45709999999985,524288
replacement,1,move,2,6,1,1,1,0,0,11,8,2,21,2,2,0.6666666666666666,1,1,77.49308268229161,73.49395751953132,76.54552459716776,96.35978698730473,103.83403015136714,98.51764797903822,7.093747844823834,12904377.595866576,304.7151999999998,262144
replacement,1,rotate,2,6,1,1,1,0,0,11,8,2,21,2,2,0.6666666666666666,1,1,75.15708923339845,71.75483703613294,76.25255584716794,88.79405975341788,91.73372650146479,56.082839316720694,5.518571978230059,13305464.729940847,295.52970000000005,262144
replacement,16,move,17,144,16,16,16,0,0,116,128,32,276,32,4.363636363636363,0.9696969696969697,1,1,513.8065592447922,507.3181152343773,521.1257934570317,551.7501831054697,555.6893920898458,387.1077656568652,2.1207914539009334,1946257.754026786,252.54620000000023,32768
replacement,16,rotate,17,144,16,16,16,0,0,116,128,32,276,32,4.363636363636363,0.9696969696969697,1,1,507.2910563151044,504.1473388671877,513.5726928710942,530.2078247070308,544.0591430664057,202.99330069904195,1.5554831610627786,1971254.938464456,249.34370000000013,32768
replacement,31,move,32,279,31,31,31,0,0,221,248,62,531,62,4.428571428571429,0.9841269841269841,1,1,933.4726969401044,941.9708251953117,949.0692138671899,958.8638305664044,961.0769653320306,531.1474558852925,1.3673748886358763,1071268.6115812173,458.8205000000001,32768
replacement,31,rotate,32,279,31,31,31,0,0,221,248,62,531,62,4.428571428571429,0.9841269841269841,1,1,950.9993489583337,937.5610351562494,965.4342651367192,1038.833618164063,1044.7637939453105,2159.536861238014,2.70633627090591,1051525.4306907135,467.4352000000002,32768
replacement,32,move,33,288,32,32,32,0,0,228,256,64,548,64,4.430769230769231,0.9846153846153847,1,1,938.1225585937498,936.7126464843757,959.3017578124995,989.4708251953158,1006.5367431640622,1213.5395035147508,2.056596283840053,1065958.803398785,230.55299999999994,16384
replacement,32,rotate,33,288,32,32,32,0,0,228,256,64,548,64,4.430769230769231,0.9846153846153847,1,1,956.9645182291671,956.3110351562508,997.5616455078114,1032.3822021484377,1034.3133544921866,2469.7440887490234,2.876151832256274,1044970.8227954665,235.1836000000001,16384
replacement,33,move,34,297,33,33,33,0,0,235,264,66,565,66,4.432835820895522,0.9850746268656716,1,1,986.5165201822919,993.7988281249998,1006.7993164062511,1035.0170898437511,1038.2094726562502,1151.716868082713,1.9052420952884497,1013667.7689038767,242.44630000000006,16384
replacement,33,rotate,34,297,33,33,33,0,0,235,264,66,565,66,4.432835820895522,0.9850746268656716,1,1,976.0262044270838,987.5305175781266,1010.1348876953125,1026.580200195311,1032.6744384765623,1794.603242760521,2.4038336662670194,1024562.6556583985,239.86820000000012,16384
replacement,64,move,65,576,64,64,64,0,0,452,512,128,1092,128,4.465116279069767,0.9922480620155039,1,1,1780.550130208333,1783.3984375,1837.9882812500011,1901.77978515625,1902.2309570312475,5677.855539889437,2.3437950401490553,561624.1761657085,437.58799999999997,16384
replacement,64,rotate,65,576,64,64,64,0,0,452,512,128,1092,128,4.465116279069767,0.9922480620155039,1,1,1802.3754882812511,1772.1191406250002,1839.2272949218775,1976.2103271484364,2083.948120117187,11898.785420826574,3.351874201356019,554823.3464679449,442.9518000000003,16384
replacement,256,move,257,2304,256,256,256,0,0,1796,2048,512,4356,512,4.491228070175438,0.9980506822612085,1,1,7657.600911458332,7518.994140625013,7629.028320312509,8566.953125000022,9628.82031249999,437472.33481634175,4.783703298179563,130589.20301052326,235.24149999999997,2048
replacement,256,rotate,257,2304,256,256,256,0,0,1796,2048,512,4356,512,4.491228070175438,0.9980506822612085,1,1,7667.646484374998,7557.226562499991,7854.443359374991,8225.820312500007,8512.546875000013,130857.77071544393,2.612879274893877,130418.1148723775,235.55009999999993,2048
replacement,1024,move,1025,9216,1024,1024,1024,0,0,7172,8192,2048,17412,2048,4.497803806734993,0.9995119570522206,1,1,30035.57291666667,30034.37500000006,30642.675781250015,32245.80078125001,32511.03515625008,1615775.881449498,2.343885040503398,33293.85468272863,230.67320000000004,512
replacement,1024,rotate,1025,9216,1024,1024,1024,0,0,7172,8192,2048,17412,2048,4.497803806734993,0.9995119570522206,1,1,29646.692708333296,29710.156250000065,30882.031249999887,32679.941406249876,32764.269531249847,3314573.4921408445,3.4010987483226076,33730.57527320453,227.68659999999971,512
replacement,4096,move,4097,36864,4096,4096,4096,0,0,28676,32768,8192,69636,8192,4.499450750640791,0.9998779445868424,1,1,133570.3645833333,131843.74999999983,135819.14062500023,142992.1874999998,143814.68750000023,25727293.82905338,2.10314206057331,7486.690652671756,256.45509999999996,128
replacement,4096,rotate,4097,36864,4096,4096,4096,0,0,28676,32768,8192,69636,8192,4.499450750640791,0.9998779445868424,1,1,131015.78125000006,130756.24999999924,131833.59375000058,138117.42187500026,148679.1093750011,36352373.15151085,2.548733574394826,7632.668297354442,251.5503000000001,128
reorder,0,move,1,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,34.31624094645183,34.684753417968956,34.89303588867185,35.469799041748125,36.202846527099524,1.3103684274635161,1.8474754189788556,29140720.907060664,269.87390000000005,524288
reorder,0,rotate,1,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,34.60820515950521,34.830284118652344,35.15262603759768,36.59284591674815,38.33846664428715,2.3893915290717573,2.473695563716604,28894881.875298526,272.17,524288
reorder,1,move,2,0,0,0,0,0,0,3,0,0,3,0,0,0,2,2,37.847061157226555,37.57953643798825,39.375400543212905,39.666442871093786,39.67156982421877,2.064314554445447,2.102506960864706,26422130.79228898,297.6413999999999,524288
reorder,1,rotate,2,0,0,0,0,0,0,3,0,0,3,0,0,0,2,2,38.220558166503906,38.526725769042834,39.11056518554682,40.83700180053711,42.12034225463866,3.745882465279416,2.8045404940123557,26163929.77945543,300.5787,524288
reorder,16,move,17,199.75,0,0,0,12.4375,0,92.625,0,0,92.625,0,199.75,12.4375,17,17,307.4594116210937,304.5318603515628,316.0995483398434,327.01507568359364,329.7853393554683,172.384948004036,2.3650675335275464,3252461.8281400288,302.2448999999999,65536
reorder,16,rotate,17,195.25,0,0,0,8.375,4.0625,92.625,0,0,92.625,0,195.25,8.375,17,17,297.65645345052076,295.8282470703136,306.52847290039017,313.9939880371088,315.1877136230469,114.60552553069532,1.9919073889146404,3359577.75619412,292.60819999999995,65536
reorder,31,move,32,775.6875,0,0,0,27.625,0,198.75,0,0,198.75,0,775.6875,27.625,32,32,808.0983479817701,808.3160400390623,812.0193481445303,838.078308105468,861.3632202148441,586.8019119260078,1.660210698543839,1237473.1398690585,397.1964999999996,32768
reorder,31,rotate,32,774.0625,0,0,0,21.5625,6,198.375,0,0,198.375,0,774.0625,21.5625,32,32,789.8445638020834,789.8376464843745,799.7711181640639,824.5004272460928,845.3004760742153,709.1463696033786,1.8672736793496156,1266071.8903809239,388.2244,32768
reorder,32,move,33,835.9375,0,0,0,27.8125,0,200.875,0,0,200.875,0,835.9375,27.8125,33,33,904.6781412760413,907.0129394531251,931.665039062498,991.7950439453145,999.1402587890645,2905.5238614480404,3.2998925072072063,1105365.4934002361,222.3336999999999,16384
reorder,32,rotate,33,853.25,0,0,0,22.75,5.5,203.5,0,0,203.5,0,853.25,22.75,33,33,888.4981282552083,873.6083984374997,908.6334228515635,967.516479492185,986.9749755859389,1874.503992852724,2.698785292172402,1125494.7739324493,218.35729999999998,16384
reorder,33,move,34,887.4375,0,0,0,28.6875,0,207.125,0,0,207.125,0,887.4375,28.6875,34,34,1165.2555338541656,972.1130371093748,1528.738403320313,1658.9434814453127,1736.876586914062,106057.89040809627,15.478610969389322,858180.8632930743,286.37319999999977,16384
reorder,33,rotate,34,906.9375,0,0,0,24.0625,5,209.375,0,0,209.375,0,906.9375,24.0625,34,34,1102.665608723958,1011.8408203124984,1211.0809326171864,1530.5755615234357,1568.1219482421857,49109.66206590308,11.130670084192102,906893.2522138184,270.99109999999996,16384
reorder,64,move,65,2982.375,0,0,0,59.3125,0,421.875,0,0,421.875,0,2982.375,59.3125,65,65,2868.0004882812473,2811.926269531237,3054.8034667968736,3219.46533203125,3264.5278320312464,53622.0549643045,4.471715580069222,348674.97550507257,352.41989999999964,8192
reorder,64,rotate,65,2954.375,0,0,0,51.6875,7.5625,421.5,0,0,421.5,0,2954.375,51.6875,65,65,2962.2249348958326,3018.273925781245,3152.5146484375,3260.5090332031264,3389.933837890623,61027.528151159604,4.618771990904376,337584.08695427625,363.9981999999999,8192
reorder,256,move,257,18228.1875,0,0,0,249.1875,0,1753.125,0,0,1753.125,0,18228.1875,249.1875,257,257,14286.061197916679,14540.039062499955,14776.220703125065,15578.906250000022,16039.375000000076,831657.1487245291,3.5354225143136695,69998.30017148666,219.43390000000016,1024
reorder,256,rotate,257,18325.9375,0,0,0,240.6875,9.6875,1760.25,0,0,1760.25,0,18325.9375,240.6875,257,257,14381.386718750005,14347.656250000007,14968.603515625011,15363.261718749993,15384.371093750011,442033.6339133112,2.560404372020384,69534.32374474924,220.89810000000008,1024
reorder,1024,move,1025,80814.125,0,0,0,1016.125,0,7122.75,0,0,7122.75,0,80814.125,1016.125,1025,1025,62510.80729166662,62624.60937500025,64138.86718749984,66039.6484375001,67079.80468750012,7040339.108421741,2.350841497886399,15997.233811653414,240.04149999999981,256
reorder,1024,rotate,1025,80876.625,0,0,0,1005.25,11.5,7126.5,0,0,7126.5,0,80876.625,1005.25,1025,1025,62730.31249999997,63206.64062499981,64170.50781250011,65517.81249999986,66216.06249999991,5965396.048409574,2.156372859328134,15941.256469908394,240.88439999999989,256
reorder,4096,move,4097,332119.375,0,0,0,4086.25,0,28615.5,0,0,28615.5,0,332119.375,4086.25,4097,4097,328301.97916666773,329839.0624999996,335757.8125000007,343921.25000000175,347668.0000000003,153176927.12984082,2.087876675206918,3045.976154448749,315.169900000001,64
reorder,4096,rotate,4097,332214.6875,0,0,0,4072.6875,14.25,28619.625,0,0,28619.625,0,332214.6875,4072.6875,4097,4097,321266.0416666661,321903.1250000004,324295.31249999854,337329.3749999998,341464.6249999983,94171496.39601551,1.6729254202970574,3112.6850345345974,308.41539999999947,64
local-swap,0,move,1,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,34.44474538167319,34.975624084472706,35.68153381347658,36.1614227294922,36.71470642089842,2.6043907495304297,2.594847027865734,29032004.415165864,270.88450000000006,524288
local-swap,0,rotate,1,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,36.30306243896485,36.23752593994139,37.05492019653319,38.122043609619084,38.752338409423785,1.665162743717811,1.9686420034763574,27545885.465758357,285.49890000000005,524288
local-swap,1,move,2,0,0,0,0,0,0,3,0,0,3,0,0,0,2,2,36.978569030761726,36.18030548095707,38.22546005249029,40.79507827758792,40.80992507934571,3.671535088090394,2.8698249524687647,27042690.56945173,290.8113000000001,524288
